Sample#,group1,SampleTime,units
728,1,229.96,us
729,3,199.76,ms
730,2,248.52,us
731,0,199.75,ms
732,1,267.84,us
733,3,199.73,ms
734,2,281.80,us
735,0,199.71,ms
736,1,294.00,us
737,3,199.70,ms
738,2,309.60,us
739,0,199.69,ms
740,1,325.64,us
741,3,199.68,ms
742,2,350.72,us
743,0,199.64,ms
744,1,352.40,us
745,3,199.65,ms
746,2,366.72,us
747,0,199.63,ms
748,1,384.28,us
749,3,199.61,ms
750,2,398.68,us
751,0,199.60,ms
752,1,413.80,us
753,3,199.58,ms
754,2,429.16,us
755,0,199.56,ms
756,1,467.24,us
757,3,199.54,ms
758,2,457.00,us
759,0,199.53,ms
760,1,473.72,us
761,3,199.52,ms
762,2,486.24,us
763,0,199.51,ms
764,1,504.72,us
765,3,199.49,ms
766,2,517.36,us
767,0,199.48,ms
768,1,532.64,us
769,3,199.46,ms
770,2,551.36,us
771,0,199.45,ms
772,1,574.48,us
773,3,199.42,ms
774,2,572.72,us
775,0,199.42,ms
776,1,588.72,us
777,3,199.41,ms
778,2,601.92,us
779,0,199.39,ms
780,1,616.80,us
781,3,199.37,ms
782,2,638.52,us
783,0,199.36,ms
784,1,659.24,us
785,3,199.33,ms
786,2,167.72,us
787,0,199.83,ms
788,1,154.88,us
789,3,199.83,ms
790,2,174.76,us
791,0,199.82,ms
792,1,189.04,us
793,3,199.81,ms
794,2,203.32,us
795,0,199.79,ms
796,1,217.40,us
797,3,199.78,ms
798,2,231.20,us
799,0,199.76,ms
800,1,243.92,us
801,3,199.76,ms
802,2,267.20,us
803,0,199.72,ms
804,1,273.68,us
805,3,199.72,ms
806,2,288.20,us
807,0,199.71,ms
808,1,303.68,us
809,3,199.69,ms
810,2,318.28,us
811,0,199.68,ms
812,1,336.24,us
813,3,199.66,ms
814,2,344.92,us
815,0,198.82,ms
816,1,1.16,ms
817,3,198.83,ms
818,2,1.21,ms
819,0,198.78,ms
820,1,1.23,ms
821,3,198.77,ms
822,2,1.24,ms
823,0,198.75,ms
824,1,1.26,ms
825,3,198.73,ms
826,2,1.28,ms
827,0,198.72,ms
828,1,1.29,ms
829,3,198.70,ms
830,2,1.31,ms
831,0,198.69,ms
832,1,1.33,ms
833,3,198.66,ms
834,2,1.33,ms
835,0,198.66,ms
836,1,1.36,ms
837,3,198.64,ms
838,2,1.37,ms
839,0,198.62,ms
840,1,1.39,ms
841,3,198.61,ms
842,2,1.41,ms
843,0,198.59,ms
844,1,1.42,ms
845,3,198.58,ms
846,2,2.11,ms
847,0,197.89,ms
848,1,1.46,ms
849,3,198.53,ms
850,2,1.47,ms
851,0,198.53,ms
852,1,1.48,ms
853,3,198.51,ms
854,2,1.51,ms
855,0,198.49,ms
856,1,1.52,ms
857,3,198.48,ms
858,2,1.54,ms
859,0,198.46,ms
860,1,1.56,ms
861,3,198.45,ms
862,2,1.59,ms
863,0,198.40,ms
864,1,1.59,ms
865,3,198.40,ms
866,2,1.60,ms
867,0,198.39,ms
868,1,1.62,ms
869,3,198.37,ms
870,2,1.64,ms
871,0,198.36,ms
872,1,1.66,ms
873,3,198.34,ms
874,2,1.67,ms
875,0,198.32,ms
876,1,1.70,ms
877,3,198.30,ms
878,2,1.71,ms
879,0,198.27,ms
880,1,1.73,ms
881,3,198.27,ms
882,2,1.74,ms
883,0,198.25,ms
884,1,1.76,ms
885,3,198.23,ms
886,2,1.15,ms
887,0,198.85,ms
888,1,1.16,ms
889,3,198.84,ms
890,2,1.17,ms
891,0,198.83,ms
892,1,1.19,ms
893,3,198.80,ms
894,2,1.20,ms
895,0,198.79,ms
896,1,1.22,ms
897,3,198.77,ms
898,2,1.23,ms
899,0,198.76,ms
900,1,1.25,ms
901,3,198.75,ms
902,2,1.26,ms
903,0,198.73,ms
904,1,1.28,ms
905,3,198.71,ms
906,2,1.30,ms
907,0,198.71,ms
908,1,1.32,ms
909,3,198.67,ms
910,2,1.33,ms
911,0,198.67,ms
912,1,1.34,ms
913,3,198.65,ms
914,2,1.36,ms
915,0,199.82,ms
916,1,185.48,us
917,3,199.81,ms
918,2,197.56,us
919,0,199.80,ms
920,1,215.68,us
921,3,199.79,ms
922,2,234.88,us
923,0,199.75,ms
924,1,245.92,us
925,3,199.75,ms
926,2,261.40,us
927,0,199.73,ms
928,1,273.40,us
929,3,199.72,ms
930,2,289.44,us
931,0,199.70,ms
932,1,304.08,us
933,3,199.69,ms
934,2,320.60,us
935,0,199.68,ms
936,1,335.36,us
937,3,199.67,ms
938,2,361.08,us
939,0,199.63,ms
940,1,368.96,us
941,3,199.62,ms
942,2,384.08,us
943,0,199.61,ms
944,1,399.32,us
945,3,199.60,ms
946,2,416.00,us
947,0,199.58,ms
948,1,427.88,us
949,3,199.57,ms
950,2,445.68,us
951,0,199.56,ms
952,1,464.72,us
953,3,199.52,ms
954,2,476.60,us
955,0,199.52,ms
956,1,492.76,us
957,3,199.50,ms
958,2,510.92,us
959,0,199.48,ms
960,1,523.40,us
961,3,199.47,ms
962,2,536.88,us
963,0,199.46,ms
964,1,556.52,us
965,3,199.44,ms
966,2,570.72,us
967,0,199.43,ms
968,1,593.68,us
969,3,199.40,ms
970,2,603.44,us
971,0,199.39,ms
972,1,618.56,us
973,3,199.38,ms
974,2,637.64,us
975,0,199.36,ms
976,1,652.44,us
977,3,199.34,ms
978,2,667.56,us
979,0,199.33,ms
980,1,682.84,us
981,3,199.32,ms
982,2,703.32,us
983,0,199.28,ms
984,1,714.20,us
985,3,199.28,ms
986,2,167.96,us
987,0,199.83,ms
988,1,169.64,us
989,3,199.82,ms
990,2,183.96,us
991,0,199.81,ms
992,1,194.96,us
993,3,199.80,ms
994,2,211.60,us
995,0,199.78,ms
996,1,226.24,us
997,3,199.78,ms
998,2,245.76,us
999,0,199.74,ms
1000,1,254.88,us
1001,3,199.74,ms
1002,2,268.52,us
1003,0,199.72,ms
1004,1,284.64,us
1005,3,199.71,ms
1006,2,295.92,us
1007,0,199.70,ms
1008,1,311.92,us
1009,3,199.68,ms
1010,2,329.92,us
1011,0,199.68,ms
1012,1,343.40,us
1013,3,199.64,ms
1014,2,353.64,us
1015,0,199.82,ms
1016,1,191.96,us
1017,3,199.80,ms
1018,2,206.44,us
1019,0,199.79,ms
1020,1,222.88,us
1021,3,199.78,ms
1022,2,226.88,us
1023,0,199.77,ms
1024,1,241.88,us
1025,3,199.76,ms
1026,2,254.40,us
1027,0,199.75,ms
1028,1,270.68,us
1029,3,199.72,ms
1030,2,279.32,us
1031,0,199.72,ms
1032,1,294.40,us
1033,3,199.70,ms
1034,2,307.64,us
1035,0,199.69,ms
1036,1,314.08,us
1037,3,199.68,ms
1038,2,326.44,us
1039,0,199.67,ms
1040,1,341.08,us
1041,3,199.67,ms
1042,2,358.48,us
1043,0,199.63,ms
1044,1,365.76,us
1045,3,199.63,ms
1046,2,378.32,us
1047,0,199.62,ms
1048,1,389.64,us
1049,3,199.61,ms
1050,2,401.76,us
1051,0,199.60,ms
1052,1,413.96,us
1053,3,199.58,ms
1054,2,427.52,us
1055,0,199.57,ms
1056,1,440.20,us
1057,3,199.56,ms
1058,2,457.44,us
1059,0,199.53,ms
1060,1,475.72,us
1061,3,199.52,ms
1062,2,478.40,us
1063,0,199.52,ms
1064,1,495.16,us
1065,3,199.50,ms
1066,2,519.76,us
1067,0,199.48,ms
1068,1,517.72,us
1069,3,199.48,ms
1070,2,529.56,us
1071,0,199.48,ms
1072,1,546.88,us
1073,3,199.44,ms
1074,2,552.32,us
1075,0,199.45,ms
1076,1,568.00,us
1077,3,199.43,ms
1078,2,578.40,us
1079,0,199.42,ms
1080,1,593.84,us
1081,3,199.40,ms
1082,2,606.12,us
1083,0,199.39,ms
1084,1,620.52,us
1085,3,199.38,ms
1086,2,45.60,us
1087,0,199.96,ms
1088,1,47.52,us
1089,3,199.94,ms
1090,2,58.44,us
1091,0,199.94,ms
1092,1,66.60,us
1093,3,199.93,ms
1094,2,81.92,us
1095,0,199.92,ms
1096,1,90.60,us
1097,3,199.91,ms
1098,2,100.64,us
1099,0,199.90,ms
1100,1,113.28,us
1101,3,199.89,ms
1102,2,131.36,us
1103,0,199.86,ms
1104,1,136.96,us
1105,3,199.86,ms
1106,2,147.44,us
1107,0,199.85,ms
