Sample#,mote,SampleTime,units,gps_pure,gps_rpi,pps_mirror
4215,11,32,ns,10,00,
4216,11,137.08,us,00,00,
4217,11,2.58,us,00,00,1
4218,11,49.35,us,00,00,3
4219,11,9.14,us,00,00,2
4220,11,121.50,us,00,00,
4221,11,75.55,us,00,10,
4222,11,464.81,ms,00,11,
4223,01,46.85,us,00,11,
4224,00,35.05,ms,00,11,
4225,00,82.46,us,00,01,
4226,00,399.59,ms,00,00,
4227,00,32,ns,01,00,
4228,00,65.21,ms,11,00,
4229,10,57.63,us,11,00,
4230,11,34.73,ms,11,00,
4231,11,32,ns,10,00,
4232,11,141.71,us,00,00,
4233,11,5.62,us,00,00,2
4234,11,48.93,us,00,00,3
4235,11,8.22,us,00,00,1
4236,11,111.05,us,00,00,
4237,11,87.54,us,00,10,
4238,11,464.81,ms,00,11,
4239,01,57.96,us,00,11,
4240,00,35.04,ms,00,11,
4241,00,87.71,us,00,01,
4242,00,399.59,ms,00,00,
4243,00,40,ns,01,00,
4244,00,65.23,ms,11,00,
4245,10,53.22,us,11,00,
4246,11,34.72,ms,11,00,
4247,11,40,ns,10,00,
4248,11,135.88,us,00,00,
4249,11,18.92,us,00,00,1
4250,11,30.58,us,00,00,3
4251,11,132.76,us,00,00,2
4252,11,82.70,us,00,10,2
4253,11,55.90,us,00,11,2
4254,11,464.77,ms,00,11,
4255,01,65.91,us,00,11,
4256,00,35.03,ms,00,11,
4257,00,72.62,us,00,01,
4258,00,399.59,ms,00,00,
4259,00,40,ns,01,00,
4260,00,65.24,ms,11,00,
4261,10,62.03,us,11,00,
4262,11,34.69,ms,11,00,
4263,11,48,ns,10,00,
4264,11,132.54,us,00,00,
4265,11,976,ns,00,00,2
4266,11,48.40,us,00,00,3
4267,11,848,ns,00,00,2
4268,11,146.84,us,00,00,
4269,11,75.36,us,00,10,
4270,11,464.83,ms,00,11,
4271,01,60.94,us,00,11,
4272,00,35.02,ms,00,11,
4273,00,74.48,us,00,01,
4274,00,399.59,ms,00,00,
4275,00,40,ns,01,00,
4276,00,65.25,ms,11,00,
4277,10,71.02,us,11,00,
4278,11,34.68,ms,11,00,
4279,11,32,ns,10,00,
4280,11,139.37,us,00,00,
4281,11,14.36,us,00,00,2
4282,11,37.53,us,00,00,3
4283,11,136.54,us,00,00,1
4284,11,78.73,us,00,10,1
4285,11,152.78,us,00,11,1
4286,11,464.68,ms,00,11,
4287,10,9.05,us,00,11,
4288,00,35.07,ms,00,11,
4289,00,37.66,us,00,01,
4290,00,399.62,ms,00,00,
4291,00,40,ns,01,00,
4292,00,65.26,ms,11,00,
4293,01,10.60,us,11,00,
4294,11,34.73,ms,11,00,
4295,11,40,ns,10,00,
4296,11,137.66,us,00,00,
4297,11,20.06,us,00,00,1
4298,11,33.03,us,00,00,3
4299,11,25.92,us,00,00,2
4300,11,112.39,us,00,00,
4301,11,44.82,us,00,10,
4302,11,464.88,ms,00,11,
4303,10,7.31,us,00,11,
4304,00,35.06,ms,00,11,
4305,00,42.73,us,00,01,
4306,00,399.62,ms,00,00,
4307,00,48,ns,01,00,
4308,00,65.27,ms,11,00,
4309,01,10.20,us,11,00,
4310,11,34.72,ms,11,00,
4311,11,48,ns,10,00,
4312,11,138.08,us,00,00,
4313,11,50.86,us,00,00,3
4314,11,24,ns,00,00,2
4315,11,137.54,us,00,00,
4316,11,47.74,us,00,10,
4317,11,464.89,ms,00,11,
4318,10,9.59,us,00,11,
4319,00,35.05,ms,00,11,
4320,00,42.22,us,00,01,
4321,00,399.62,ms,00,00,
4322,00,40,ns,01,00,
4323,00,65.28,ms,11,00,
4324,01,10.34,us,11,00,
4325,11,34.70,ms,11,00,
4326,11,40,ns,10,00,
4327,11,149.72,us,00,00,
4328,11,8.28,us,00,00,1
4329,11,48.54,us,00,00,3
4330,11,10.80,us,00,00,2
4331,11,111.53,us,00,00,
4332,11,48.70,us,00,10,
4333,11,464.90,ms,00,11,
4334,10,11.02,us,00,11,
4335,00,35.03,ms,00,11,
4336,00,36.81,us,00,01,
4337,00,399.62,ms,00,00,
4338,00,32,ns,01,00,
4339,00,65.29,ms,11,00,
4340,01,12.19,us,11,00,
4341,11,34.69,ms,11,00,
4342,11,32,ns,10,00,
4343,11,136.98,us,00,00,
4344,11,20.02,us,00,00,1
4345,11,29.36,us,00,00,3
4346,11,29.99,us,00,00,2
4347,11,113.07,us,00,00,
4348,11,80.05,us,00,10,
4349,11,464.88,ms,00,11,
4350,10,10.66,us,00,11,
4351,00,35.02,ms,00,11,
4352,00,27.14,us,00,01,
4353,00,399.63,ms,00,00,
4354,00,40,ns,01,00,
4355,00,65.31,ms,11,00,
4356,01,8.24,us,11,00,
4357,11,34.68,ms,11,00,
4358,11,40,ns,10,00,
4359,11,142.72,us,00,00,
4360,11,1.35,us,00,00,2
4361,11,54.82,us,00,00,3
4362,11,984,ns,00,00,1
4363,11,123.32,us,00,00,
4364,11,7.70,us,00,01,
4365,11,464.97,ms,00,11,
4366,10,10.78,us,00,11,
4367,00,35.00,ms,00,11,
4368,00,8.85,us,00,10,
4369,00,399.66,ms,00,00,
4370,00,40,ns,01,00,
4371,00,65.32,ms,11,00,
4372,01,9.00,us,11,00,
4373,11,34.67,ms,11,00,
4374,11,40,ns,10,00,
4375,11,143.26,us,00,00,
4376,11,8.72,us,00,00,2
4377,11,43.64,us,00,00,3
4378,11,13.94,us,00,00,1
4379,11,114.71,us,00,00,
4380,11,6.26,us,00,01,
4381,11,464.99,ms,00,11,
4382,10,8.21,us,00,11,
4383,00,34.99,ms,00,11,
4384,00,9.30,us,00,10,
4385,00,399.66,ms,00,00,
4386,00,32,ns,01,00,
4387,00,65.33,ms,11,00,
4388,01,11.54,us,11,00,
4389,11,34.66,ms,11,00,
4390,11,32,ns,10,00,
4391,11,136.23,us,00,00,
4392,11,21.28,us,00,00,1
4393,11,28.98,us,00,00,3
4394,11,29.24,us,00,00,2
4395,11,105.02,us,00,00,
4396,11,10.50,us,00,01,
4397,11,465.00,ms,00,11,
4398,10,3.30,us,00,11,
4399,00,34.98,ms,00,11,
4400,00,12.11,us,00,10,
4401,00,399.66,ms,00,00,
4402,00,40,ns,01,00,
4403,00,65.34,ms,11,00,
4404,01,8.66,us,11,00,
4405,11,34.65,ms,11,00,
4406,11,40,ns,10,00,
4407,11,135.68,us,00,00,
4408,11,3.26,us,00,00,2
4409,11,51.18,us,00,00,3
4410,11,130.09,us,00,00,2
4411,11,11.14,us,00,01,2
4412,11,85.99,us,00,11,2
4413,11,464.92,ms,00,11,
4414,10,15.91,us,00,11,
4415,00,34.95,ms,00,11,
4416,00,3.17,us,00,10,
4417,00,399.67,ms,00,00,
4418,00,40,ns,01,00,
4419,00,65.35,ms,11,00,
4420,01,8.87,us,11,00,
4421,11,34.64,ms,11,00,
4422,11,48,ns,10,00,
4423,11,127.91,us,00,00,
4424,11,6.44,us,00,00,1
4425,11,41.44,us,00,00,3
4426,11,8.90,us,00,00,2
4427,11,124.74,us,00,00,
4428,11,8.00,us,00,10,
4429,11,465.03,ms,00,11,
4430,10,11.56,us,00,11,
4431,00,34.94,ms,00,11,
4432,00,6.84,us,00,01,
4433,00,399.67,ms,00,00,
4434,00,48,ns,01,00,
4435,00,65.36,ms,11,00,
4436,01,13.46,us,11,00,
4437,11,34.62,ms,11,00,
4438,11,48,ns,10,00,
4439,11,142.58,us,00,00,
4440,11,10.26,us,00,00,1
4441,11,58.86,us,00,00,3
4442,11,104.17,us,00,00,1
4443,11,1.48,us,00,01,1
4444,11,213.06,us,00,11,1
4445,11,464.83,ms,00,11,
4446,10,9.90,us,00,11,
4447,00,34.92,ms,00,11,
4448,00,10.39,us,00,01,
4449,00,399.68,ms,00,00,
4450,00,40,ns,01,00,
4451,00,65.37,ms,11,00,
4452,01,16.30,us,11,00,
4453,11,34.61,ms,11,00,
4454,11,40,ns,10,00,
4455,11,132.78,us,00,00,
4456,11,4.82,us,00,00,2
4457,11,45.73,us,00,00,3
4458,11,4.96,us,00,00,1
4459,11,113.41,us,00,00,
4460,11,4.18,us,00,10,
4461,11,465.07,ms,00,11,
4462,10,14.78,us,00,11,
4463,00,34.90,ms,00,11,
4464,00,7.91,us,00,01,
4465,00,399.68,ms,00,00,
4466,00,48,ns,01,00,
4467,00,65.39,ms,11,00,
4468,01,8.66,us,11,00,
4469,11,34.60,ms,11,00,
4470,11,40,ns,10,00,
4471,11,143.24,us,00,00,
4472,11,4.30,us,00,00,2
4473,11,51.61,us,00,00,3
4474,11,103.33,us,00,00,1
4475,11,6.99,us,00,10,1
4476,11,8.35,us,00,11,1
4477,11,465.07,ms,00,11,
4478,10,10.00,us,00,11,
4479,00,34.89,ms,00,11,
4480,00,9.93,us,00,01,
4481,00,399.68,ms,00,00,
4482,00,40,ns,01,00,
4483,00,65.40,ms,11,00,
4484,01,11.11,us,11,00,
4485,11,34.58,ms,11,00,
4486,11,48,ns,10,00,
4487,11,133.33,us,00,00,
4488,11,21.15,us,00,00,1
4489,11,59.75,us,00,00,3
4490,11,74.71,us,00,00,1
4491,11,14.43,us,00,00,
4492,11,5.68,us,00,10,
4493,11,465.09,ms,00,11,
4494,10,6.41,us,00,11,
4495,00,34.88,ms,00,11,
4496,00,9.33,us,00,01,
4497,00,399.68,ms,00,00,
4498,00,40,ns,01,00,
4499,00,65.41,ms,11,00,
4500,01,14.35,us,11,00,
4501,11,34.57,ms,11,00,
4502,11,40,ns,10,00,
4503,11,137.78,us,00,00,
4504,11,4.73,us,00,00,1
4505,11,53.83,us,00,00,3
4506,11,50.10,us,00,00,1
4507,11,53.74,us,00,00,
4508,11,4.14,us,00,10,
4509,11,465.11,ms,00,11,
4510,10,44.52,us,00,11,
4511,00,34.84,ms,00,11,
4512,00,3.71,us,00,01,
4513,00,399.68,ms,00,00,
4514,00,48,ns,01,00,
4515,00,65.43,ms,11,00,
4516,01,43.69,us,11,00,
4517,11,34.53,ms,11,00,
4518,11,40,ns,10,00,
4519,11,144.28,us,00,00,
4520,11,1.22,us,00,00,1
4521,11,54.57,us,00,00,3
4522,11,99.58,us,00,00,1
4523,11,4.66,us,00,10,1
4524,11,4.48,us,00,10,
4525,11,465.12,ms,00,11,
4526,10,47.31,us,00,11,
4527,00,34.82,ms,00,11,
4528,00,12.46,us,00,01,
4529,00,399.68,ms,00,00,
4530,00,48,ns,01,00,
4531,00,65.44,ms,11,00,
4532,01,47.71,us,11,00,
4533,11,34.51,ms,11,00,
4534,11,48,ns,10,00,
4535,11,135.95,us,00,00,
4536,11,17.96,us,00,00,1
4537,11,59.60,us,00,00,3
4538,11,69.89,us,00,00,1
4539,11,17.23,us,00,00,
4540,11,6.55,us,00,10,
4541,11,465.13,ms,00,11,
4542,10,44.91,us,00,11,
4543,00,34.80,ms,00,11,
4544,00,10.41,us,00,01,
4545,00,399.68,ms,00,00,
4546,00,40,ns,01,00,
4547,00,65.46,ms,11,00,
4548,01,40.35,us,11,00,
4549,11,34.50,ms,11,00,
4550,11,48,ns,10,00,
4551,11,138.22,us,00,00,
4552,11,1.50,us,00,00,1
4553,11,52.29,us,00,00,3
4554,11,53.70,us,00,00,1
4555,11,53.31,us,00,00,
4556,11,4.26,us,00,10,
4557,11,465.15,ms,00,11,
4558,10,47.13,us,00,11,
4559,00,34.79,ms,00,11,
4560,00,12.57,us,00,01,
4561,00,399.68,ms,00,00,
4562,00,40,ns,01,00,
4563,00,65.47,ms,11,00,
4564,01,41.06,us,11,00,
4565,11,34.49,ms,11,00,
4566,11,32,ns,10,00,
4567,11,143.15,us,00,00,
4568,11,168,ns,00,00,2
4569,11,112.08,us,00,00,3
4570,11,44.95,us,00,00,2
4571,11,5.37,us,00,10,2
4572,11,125.27,us,00,11,2
4573,11,465.04,ms,00,11,
4574,10,43.65,us,00,11,
4575,00,34.79,ms,00,11,
4576,00,2.50,us,00,10,
4577,00,399.68,ms,00,00,
4578,00,48,ns,01,00,
4579,00,65.52,ms,11,00,
4580,01,9.27,us,11,00,
4581,11,34.47,ms,11,00,
4582,11,48,ns,10,00,
4583,11,137.02,us,00,00,
4584,11,14.51,us,00,00,1
4585,11,60.34,us,00,00,3
4586,11,66.81,us,00,00,1
4587,11,23.92,us,00,00,
4588,11,10.70,us,00,01,
4589,11,465.16,ms,00,11,
4590,10,49.22,us,00,11,
4591,00,34.77,ms,00,11,
4592,00,2.10,us,00,10,
4593,00,399.68,ms,00,00,
4594,00,48,ns,01,00,
4595,00,65.49,ms,11,00,
4596,01,54.60,us,11,00,
4597,11,34.46,ms,11,00,
4598,11,48,ns,10,00,
4599,11,136.46,us,00,00,
4600,11,52.71,us,00,00,2
4601,11,45.44,us,00,00,
4602,11,69.12,us,00,00,1
4603,11,8.86,us,00,01,1
4604,11,200.18,us,00,11,1
4605,11,465.01,ms,00,11,
4606,10,19.80,us,00,11,
4607,00,34.76,ms,00,11,
4608,00,89.70,us,00,01,
4609,00,399.58,ms,00,00,
4610,00,40,ns,01,00,
4611,00,65.54,ms,11,00,
4612,01,17.71,us,11,00,
4613,11,34.44,ms,11,00,
4614,11,48,ns,10,00,
4615,11,146.49,us,00,00,
4616,11,55.24,us,00,00,2
4617,11,31.43,us,00,00,
4618,11,51.92,us,00,00,1
4619,11,29.38,us,00,00,
4620,11,90.54,us,00,10,
4621,11,465.13,ms,00,11,
4622,10,19.09,us,00,11,
4623,00,34.75,ms,00,11,
4624,00,90.03,us,00,01,
4625,00,399.58,ms,00,00,
4626,00,40,ns,01,00,
4627,00,65.55,ms,11,00,
4628,01,19.33,us,11,00,
4629,11,34.43,ms,11,00,
4630,11,40,ns,10,00,
4631,11,155.40,us,00,00,
4632,11,39.22,us,00,00,2
4633,11,20.78,us,00,00,3
4634,11,32.69,us,00,00,1
4635,11,67.39,us,00,00,
4636,11,89.70,us,00,10,
4637,11,465.14,ms,00,11,
4638,10,17.38,us,00,11,
4639,00,34.74,ms,00,11,
4640,00,96.17,us,00,01,
4641,00,399.58,ms,00,00,
4642,00,40,ns,01,00,
4643,00,65.56,ms,11,00,
4644,01,19.46,us,11,00,
4645,11,34.41,ms,11,00,
4646,11,40,ns,10,00,
4647,11,149.14,us,00,00,
4648,11,60.06,us,00,00,2
4649,11,32.36,us,00,00,
4650,11,50.57,us,00,00,1
4651,11,23.22,us,00,00,
4652,11,94.46,us,00,10,
4653,11,465.15,ms,00,11,
4654,10,21.77,us,00,11,
4655,00,34.72,ms,00,11,
4656,00,97.61,us,00,01,
4657,00,399.58,ms,00,00,
4658,00,32,ns,01,00,
4659,00,65.58,ms,11,00,
4660,01,22.67,us,11,00,
4661,11,34.40,ms,11,00,
4662,11,32,ns,10,00,
4663,11,144.86,us,00,00,
4664,11,31.97,us,00,00,2
4665,11,25.39,us,00,00,3
4666,11,21.70,us,00,00,1
4667,11,91.46,us,00,00,
4668,11,101.89,us,00,10,
4669,11,465.14,ms,00,11,
4670,01,20.46,us,00,11,
4671,00,34.73,ms,00,11,
4672,00,107.08,us,00,01,
4673,00,399.56,ms,00,00,
4674,00,32,ns,01,00,
4675,00,65.57,ms,11,00,
4676,10,26.14,us,11,00,
4677,11,34.40,ms,11,00,
4678,11,24,ns,10,00,
4679,11,156.11,us,00,00,
4680,11,60.23,us,00,00,2
4681,11,50.28,us,00,00,
4682,11,48.88,us,00,00,1
4683,11,8.85,us,00,10,1
4684,11,93.02,us,00,10,
4685,11,465.15,ms,00,11,
4686,01,26.59,us,00,11,
4687,00,34.71,ms,00,11,
4688,00,112.06,us,00,01,
4689,00,399.56,ms,00,00,
4690,00,40,ns,01,00,
4691,00,65.58,ms,11,00,
4692,10,24.97,us,11,00,
4693,11,34.39,ms,11,00,
4694,11,40,ns,10,00,
4695,11,145.30,us,00,00,
4696,11,58.22,us,00,00,2
4697,11,26.97,us,00,00,
4698,11,52.23,us,00,00,1
4699,11,33.06,us,00,00,
4700,11,105.73,us,00,10,
4701,11,465.16,ms,00,11,
4702,01,22.25,us,00,11,
4703,00,34.70,ms,00,11,
4704,00,113.50,us,00,01,
4705,00,399.56,ms,00,00,
4706,00,40,ns,01,00,
4707,00,65.59,ms,11,00,
4708,10,33.62,us,11,00,
4709,11,34.38,ms,11,00,
4710,11,40,ns,10,00,
4711,11,141.86,us,00,00,
4712,11,54.00,us,00,00,2
4713,11,30.30,us,00,00,
4714,11,50.16,us,00,00,1
4715,11,38.32,us,00,00,
4716,11,112.69,us,00,10,
4717,11,465.16,ms,00,11,
4718,01,32.85,us,00,11,
4719,00,34.69,ms,00,11,
4720,00,119.46,us,00,01,
4721,00,399.56,ms,00,00,
4722,00,40,ns,01,00,
4723,00,65.60,ms,11,00,
4724,10,28.90,us,11,00,
4725,11,34.37,ms,11,00,
4726,11,32,ns,10,00,
4727,11,154.32,us,00,00,
4728,11,66.57,us,00,00,2
4729,11,50.90,us,00,00,3
4730,11,47.51,us,00,00,2
4731,11,111.74,us,00,10,2
4732,11,23.88,us,00,11,2
4733,11,465.15,ms,00,11,
4734,01,30.66,us,00,11,
4735,00,34.68,ms,00,11,
4736,00,111.30,us,00,01,
4737,00,399.55,ms,00,00,
4738,00,40,ns,01,00,
4739,00,65.61,ms,11,00,
4740,10,34.95,us,11,00,
4741,11,34.35,ms,11,00,
4742,11,32,ns,10,00,
4743,11,131.74,us,00,00,
4744,11,47.66,us,00,00,2
4745,11,360,ns,00,00,3
4746,11,48.16,us,00,00,1
4747,11,97.70,us,00,00,
4748,11,107.81,us,00,10,
4749,11,465.18,ms,00,11,
4750,01,33.80,us,00,11,
4751,00,34.67,ms,00,11,
4752,00,103.76,us,00,01,
4753,00,399.56,ms,00,00,
4754,00,32,ns,01,00,
4755,00,65.62,ms,11,00,
4756,10,42.50,us,11,00,
4757,11,34.33,ms,11,00,
4758,11,32,ns,10,00,
4759,11,141.06,us,00,00,
4760,11,51.91,us,00,00,2
4761,11,33.78,us,00,00,
4762,11,100.52,us,00,00,1
4763,11,111.26,us,00,10,1
4764,11,67.44,us,00,11,1
4765,11,465.12,ms,00,11,
4766,01,28.86,us,00,11,
4767,00,34.66,ms,00,11,
4768,00,76.58,us,00,01,
4769,00,399.59,ms,00,00,
4770,00,24,ns,01,00,
4771,00,65.64,ms,11,00,
4772,10,22.14,us,11,00,
4773,11,34.34,ms,11,00,
4774,11,24,ns,10,00,
4775,11,154.27,us,00,00,
4776,11,55.93,us,00,00,2
4777,11,3.96,us,00,00,3
4778,11,48.24,us,00,00,1
4779,11,64.06,us,00,00,
4780,11,62.71,us,00,10,
4781,11,465.24,ms,00,11,
4782,01,26.82,us,00,11,
4783,00,34.66,ms,00,11,
4784,00,66.09,us,00,01,
4785,00,399.59,ms,00,00,
4786,00,32,ns,01,00,
4787,00,65.65,ms,11,00,
4788,10,50.06,us,11,00,
4789,11,34.30,ms,11,00,
4790,11,32,ns,10,00,
4791,11,139.34,us,00,00,
4792,11,52.58,us,00,00,2
4793,11,34.70,us,00,00,
4794,11,58.90,us,00,00,1
4795,11,40.36,us,00,00,
4796,11,73.94,us,00,10,
4797,11,465.25,ms,00,11,
4798,01,19.55,us,00,11,
4799,00,34.65,ms,00,11,
4800,00,68.55,us,00,01,
4801,00,399.59,ms,00,00,
4802,00,24,ns,01,00,
4803,00,65.66,ms,11,00,
4804,10,24.39,us,11,00,
4805,11,34.31,ms,11,00,
4806,11,24,ns,10,00,
4807,11,143.52,us,00,00,
4808,11,53.45,us,00,00,2
4809,11,10.01,us,00,00,
4810,11,51.21,us,00,00,1
4811,11,69.14,us,00,00,
4812,11,67.38,us,00,10,
4813,11,465.27,ms,00,11,
4814,01,26.13,us,00,11,
4815,00,34.63,ms,00,11,
4816,00,66.14,us,00,01,
4817,00,399.59,ms,00,00,
4818,00,24,ns,01,00,
4819,00,65.67,ms,11,00,
4820,10,27.42,us,11,00,
4821,11,34.30,ms,11,00,
4822,11,24,ns,10,00,
4823,11,141.31,us,00,00,
4824,11,36.85,us,00,00,2
4825,11,16.40,us,00,00,3
4826,11,32.38,us,00,00,1
4827,11,104.56,us,00,00,
4828,11,63.26,us,00,10,
4829,11,465.31,ms,00,11,
4830,10,6.99,us,00,11,
4831,00,34.61,ms,00,11,
4832,00,63.48,us,00,01,
4833,00,399.59,ms,00,00,
4834,00,24,ns,01,00,
4835,00,65.71,ms,11,00,
4836,01,9.88,us,11,00,
4837,11,34.28,ms,11,00,
4838,11,24,ns,10,00,
4839,11,145.99,us,00,00,
4840,11,784,ns,00,00,2
4841,11,53.73,us,00,00,3
4842,11,1.94,us,00,00,2
4843,11,127.88,us,00,00,
4844,11,66.13,us,00,10,
4845,11,465.31,ms,00,11,
4846,10,18.40,us,00,11,
4847,00,34.59,ms,00,11,
4848,00,60.60,us,00,01,
4849,00,399.60,ms,00,00,
4850,00,24,ns,01,00,
4851,00,65.73,ms,11,00,
4852,01,11.96,us,11,00,
4853,11,34.26,ms,11,00,
4854,11,24,ns,10,00,
4855,11,146.89,us,00,00,
4856,11,7.06,us,00,00,1
4857,11,49.37,us,00,00,3
4858,11,9.62,us,00,00,2
4859,11,119.60,us,00,00,
4860,11,65.47,us,00,10,
4861,11,465.32,ms,00,11,
4862,10,16.90,us,00,11,
4863,00,34.58,ms,00,11,
4864,00,71.29,us,00,01,
4865,00,399.59,ms,00,00,
4866,00,32,ns,01,00,
4867,00,65.73,ms,11,00,
4868,01,22.69,us,11,00,
4869,11,34.24,ms,11,00,
4870,11,24,ns,10,00,
4871,11,139.36,us,00,00,
4872,11,16.57,us,00,00,1
4873,11,34.38,us,00,00,3
4874,11,23.70,us,00,00,2
4875,11,116.70,us,00,00,
4876,11,67.95,us,00,10,
4877,11,465.34,ms,00,11,
4878,10,7.65,us,00,11,
4879,00,34.57,ms,00,11,
4880,00,70.31,us,00,01,
4881,00,399.59,ms,00,00,
4882,00,24,ns,01,00,
4883,00,65.75,ms,11,00,
4884,01,11.00,us,11,00,
4885,11,34.23,ms,11,00,
4886,11,24,ns,10,00,
4887,11,143.47,us,00,00,
4888,11,5.73,us,00,00,1
4889,11,43.45,us,00,00,3
4890,11,141.31,us,00,00,2
4891,11,63.45,us,00,10,2
4892,11,43.99,us,00,11,2
4893,11,465.31,ms,00,11,
4894,10,14.16,us,00,11,
4895,00,34.55,ms,00,11,
4896,00,82.21,us,00,01,
4897,00,399.59,ms,00,00,
4898,00,24,ns,01,00,
4899,00,65.77,ms,11,00,
4900,01,7.20,us,11,00,
4901,11,34.22,ms,11,00,
4902,11,16,ns,10,00,
4903,11,133.10,us,00,00,
4904,11,1.02,us,00,00,1
4905,11,46.27,us,00,00,3
4906,11,4.80,us,00,00,2
4907,11,134.54,us,00,00,
4908,11,83.81,us,00,10,
4909,11,465.36,ms,00,11,
4910,10,4.16,us,00,11,
4911,00,34.54,ms,00,11,
4912,00,85.06,us,00,01,
4913,00,399.58,ms,00,00,
4914,00,16,ns,01,00,
4915,00,65.78,ms,11,00,
4916,01,12.93,us,11,00,
4917,11,34.20,ms,11,00,
4918,11,16,ns,10,00,
4919,11,138.98,us,00,00,
4920,11,15.36,us,00,00,1
4921,11,59.76,us,00,00,3
4922,11,107.38,us,00,00,1
4923,11,79.08,us,00,10,1
4924,11,14.80,us,00,11,1
4925,11,465.35,ms,00,11,
4926,10,25.61,us,00,11,
4927,00,34.51,ms,00,11,
4928,00,7.60,us,00,10,
4929,00,399.67,ms,00,00,
4930,00,24,ns,01,00,
4931,00,65.80,ms,11,00,
4932,10,68.27,us,11,00,
4933,11,34.13,ms,11,00,
4934,11,24,ns,10,00,
4935,11,135.94,us,00,00,
4936,11,13.82,us,00,00,2
4937,11,37.82,us,00,00,3
4938,11,22.87,us,00,00,1
4939,11,91.26,us,00,00,
4940,11,18.00,us,00,01,
4941,11,465.46,ms,00,11,
4942,10,23.42,us,00,11,
4943,00,34.48,ms,00,11,
4944,00,23.90,us,00,10,
4945,00,399.67,ms,00,00,
4946,00,24,ns,01,00,
4947,00,65.79,ms,11,00,
4948,01,21.47,us,11,00,
4949,11,34.18,ms,11,00,
4950,11,24,ns,10,00,
4951,11,146.25,us,00,00,
4952,11,4.30,us,00,00,2
4953,11,52.85,us,00,00,3
4954,11,4.02,us,00,00,1
4955,11,93.38,us,00,00,
4956,11,21.79,us,00,01,
4957,11,465.47,ms,00,11,
4958,10,18.36,us,00,11,
4959,00,34.47,ms,00,11,
4960,00,26.07,us,00,10,
4961,00,399.67,ms,00,00,
4962,00,16,ns,01,00,
4963,00,65.80,ms,11,00,
4964,01,31.62,us,11,00,
4965,11,34.16,ms,11,00,
4966,11,16,ns,10,00,
4967,11,139.81,us,00,00,
4968,11,16.65,us,00,00,1
4969,11,35.21,us,00,00,3
4970,11,24.34,us,00,00,2
4971,11,74.84,us,00,00,
4972,11,30.58,us,00,01,
4973,11,465.48,ms,00,11,
4974,10,23.06,us,00,11,
4975,00,34.46,ms,00,11,
4976,00,22.73,us,00,10,
4977,00,399.67,ms,00,00,
4978,00,16,ns,01,00,
4979,00,65.82,ms,11,00,
4980,01,31.70,us,11,00,
4981,11,34.15,ms,11,00,
4982,11,8,ns,10,00,
4983,11,131.70,us,00,00,
4984,11,8.21,us,00,00,2
4985,11,41.54,us,00,00,3
4986,11,8.78,us,00,00,1
4987,11,98.45,us,00,00,
4988,11,30.20,us,00,01,
4989,11,465.50,ms,00,11,
4990,10,32.06,us,00,11,
4991,00,34.43,ms,00,11,
4992,00,34.65,us,00,10,
4993,00,399.67,ms,00,00,
4994,00,24,ns,01,00,
4995,00,65.83,ms,11,00,
4996,01,26.83,us,11,00,
4997,11,34.14,ms,11,00,
4998,11,24,ns,10,00,
4999,11,142.14,us,00,00,
5000,11,6.61,us,00,00,2
5001,11,45.35,us,00,00,3
5002,11,11.26,us,00,00,1
5003,11,85.24,us,00,00,
5004,11,30.03,us,00,01,
5005,11,465.50,ms,00,11,
5006,10,37.31,us,00,11,
5007,00,34.42,ms,00,11,
5008,00,23.07,us,00,10,
5009,00,399.67,ms,00,00,
5010,00,16,ns,01,00,
5011,00,65.84,ms,11,00,
5012,01,35.58,us,11,00,
5013,11,34.12,ms,11,00,
5014,11,24,ns,10,00,
5015,11,139.11,us,00,00,
5016,11,17.45,us,00,00,1
5017,11,34.33,us,00,00,3
5018,11,24.30,us,00,00,2
5019,11,67.67,us,00,00,
5020,11,36.68,us,00,01,
5021,11,465.52,ms,00,11,
5022,10,31.41,us,00,11,
5023,00,34.41,ms,00,11,
5024,00,30.90,us,00,10,
5025,00,399.67,ms,00,00,
5026,00,24,ns,01,00,
5027,00,65.85,ms,11,00,
5028,01,33.10,us,11,00,
5029,11,34.11,ms,11,00,
5030,11,24,ns,10,00,
5031,11,135.69,us,00,00,
5032,11,6.82,us,00,00,2
5033,11,43.70,us,00,00,3
5034,11,6.93,us,00,00,1
5035,11,87.60,us,00,00,
5036,11,38.62,us,00,01,
5037,11,465.53,ms,00,11,
5038,10,37.85,us,00,11,
5039,00,34.38,ms,00,11,
5040,00,43.03,us,00,10,
5041,00,399.67,ms,00,00,
5042,00,16,ns,01,00,
5043,00,65.87,ms,11,00,
5044,01,30.96,us,11,00,
5045,11,34.10,ms,11,00,
5046,11,16,ns,10,00,
5047,11,146.34,us,00,00,
5048,11,1.54,us,00,00,2
5049,11,55.63,us,00,00,3
5050,11,77.57,us,00,00,2
5051,11,39.17,us,00,01,2
5052,11,109.47,us,00,11,2
5053,11,465.43,ms,00,11,
5054,10,38.44,us,00,11,
5055,00,34.37,ms,00,11,
5056,00,48.12,us,00,10,
5057,00,399.67,ms,00,00,
5058,00,16,ns,01,00,
5059,00,65.88,ms,11,00,
5060,01,36.74,us,11,00,
5061,11,34.08,ms,11,00,
5062,11,24,ns,10,00,
5063,11,135.60,us,00,00,
5064,11,1.93,us,00,00,2
5065,11,48.40,us,00,00,3
5066,11,1.49,us,00,00,2
